číslo VTA;kraj;okres;obec;část obce;ulice;upřesnění umístění
466300024;Pardubický;Pardubice;Staré Jesenčany;Staré Jesenčany;;Náves
466980000;Pardubický;Pardubice;Staré Ždánice;Staré Ždánice;;u ústředny
466970003;Pardubický;Pardubice;Starý Mateřov;Starý Mateřov;;u mateřské školy
466980103;Pardubický;Pardubice;Stéblová;Stéblová;;u obchodu
466972009;Pardubický;Pardubice;Stojice;Stojice;;proti hostinci U Zvonečku
466946002;Pardubický;Pardubice;Strašov;Strašov;;u prodejny
466972003;Pardubický;Pardubice;Svinčany;Svinčany;;Křižovatka
466972006;Pardubický;Pardubice;Svojšice;Svojšice;;
466937002;Pardubický;Pardubice;Tetov;Tetov;;
466932003;Pardubický;Pardubice;Trnávka;Trnávka;Obránců míru;zastávka ČSAD
466676004;Pardubický;Pardubice;Trusnov;Trusnov;;u OÚ
466970001;Pardubický;Pardubice;Třebosice;Třebosice;;u OÚ
466977005;Pardubický;Pardubice;Turkovice;Turkovice;;u prodejny
466676001;Pardubický;Pardubice;Uhersko;Uhersko;;
466950203;Pardubický;Pardubice;Úhřetická Lhota;Úhřetická Lhota;;na OÚ
466930114;Pardubický;Pardubice;Újezd u Sezemic;Újezd u Sezemic;;prodejna
466977006;Pardubický;Pardubice;Urbanice;Urbanice;;hasičárna
466955772;Pardubický;Pardubice;Valy;Valy;Veselská;u OÚ
466946001;Pardubický;Pardubice;Vápno;Vápno;;u rybníčka
466682009;Pardubický;Pardubice;Veliny;Veliny;;u OÚ autobusová zastávka zeď
466972000;Pardubický;Pardubice;Veselí;Veselí;;u hospody
466942008;Pardubický;Pardubice;Vlčí Habřina;Vlčí Habřina;;obchod
466942004;Pardubický;Pardubice;Voleč;Voleč;;u prodejny
466682010;Pardubický;Pardubice;Vysoké Chvojno;Vysoké Chvojno;Soběslavova;Točna BUS
466942003;Pardubický;Pardubice;Vyšehněvice;Vyšehněvice;;u prodejny
466936000;Pardubický;Pardubice;Zdechovice;Zdechovice;;
466946003;Pardubický;Pardubice;Žáravice;Žáravice;;u prodejny
466924046;Pardubický;Pardubice;Živanice;Živanice;;u OÚ
461521051;Pardubický;Svitavy;Banín;Banín;;u Obecního úřadu
461523051;Pardubický;Svitavy;Bělá nad Svitavou;Bělá nad Svitavou;;u obchodu
461325003;Pardubický;Svitavy;Bělá u Jevíčka;Bělá u Jevíčka;;u obchodu
461611119;Pardubický;Svitavy;Benátky;Benátky;;u družstva
461329003;Pardubický;Svitavy;Bezděčí u Trnávky;Bezděčí u Trnávky;;
461325102;Pardubický;Svitavy;Biskupice;Biskupice;;u hasičárny
461526000;Pardubický;Svitavy;Bohuňov;Bohuňov;;u obchodu
461611122;Pardubický;Svitavy;Bohuňovice;Bohuňovice;;u prodejny
461743001;Pardubický;Svitavy;Borová;Borová;;u HL.Silnice
461523001;Pardubický;Svitavy;Brněnec;Brněnec;;U bytovek
461321053;Pardubický;Svitavy;Březina;Březina;;rozcestí
461325107;Pardubický;Svitavy;Březinky;Březinky;; náves
461746051;Pardubický;Svitavy;Březiny;Březiny;;u Konzumu
461521050;Pardubický;Svitavy;Březová nad Svitavou;Březová nad Svitavou;Moravské náměstí;
461638100;Pardubický;Svitavy;Budislav;Budislav;;směr k táboru
461741001;Pardubický;Svitavy;Bystré;Bystré;nám. Na podkově;
461634000;Pardubický;Svitavy;Čistá;Čistá;;u MÚ
461631052;Pardubický;Svitavy;Desná;Desná;;u konzumu
461593051;Pardubický;Svitavy;Dětřichov;Dětřichov;;u OÚ
461311025;Pardubický;Svitavy;Dětřichov u Moravské Třebové;Dětřichov u Moravské Třebové;;u Obecního úřadu
461321001;Pardubický;Svitavy;Dlouhá Loučka;Dlouhá Loučka;;u obchodu
461310000;Pardubický;Svitavy;Gruna;Gruna;;u Obecního úřadu
461325056;Pardubický;Svitavy;Hartinkov;Hartinkov;;pož. zbrojnice náves
461741005;Pardubický;Svitavy;Hartmanice;Hartmanice;;knihovna
461633052;Pardubický;Svitavy;Horky;Horky;;u Konzumu
461631003;Pardubický;Svitavy;Horní Újezd;Horní Újezd;;v restauraci
461548001;Pardubický;Svitavy;Hradec nad Svitavou;Hradec nad Svitavou;;u Obecního úřadu
461634051;Pardubický;Svitavy;Chmelík;Chmelík;;u mostu
461322048;Pardubický;Svitavy;Chornice;Chornice;Nádražní;Kras
461316007;Pardubický;Svitavy;Chotěnov;Chotěnov;;na budově OÚ vedle poštovní schránky
"VTA v boxu""";;;;;;
461635052;Pardubický;Svitavy;Chotovice;Chotovice;;Zastávka ČSAD náves
461523057;Pardubický;Svitavy;Chrastavec;Půlpecen;;u silnice
461639051;Pardubický;Svitavy;Janov;Janov;;motorest PINKBULL
461321051;Pardubický;Svitavy;Janůvky;Janůvky;;točna
461325001;Pardubický;Svitavy;Jaroměřice;Jaroměřice;;u ZD
461638200;Pardubický;Svitavy;Jarošov;Jarošov;;u Obecního úřadu
461530014;Pardubický;Svitavy;Javorník;Javorník;;u školy
461741000;Pardubický;Svitavy;Jedlová;Jedlová;;u Domu služeb
461721060;Pardubický;Svitavy;Kamenec u Poličky;Kamenec u Poličky;;Požární zbrojnice
461543050;Pardubický;Svitavy;Kamenná Horka;Kamenná Horka;;u pomníku
461634050;Pardubický;Svitavy;Karle;Karle;;u prodejny - u zastávky
461543000;Pardubický;Svitavy;Koclířov;Koclířov;;u Penzionu
461728051;Pardubický;Svitavy;Korouhev;Korouhev;;u obchodu
461324051;Pardubický;Svitavy;Koruna;Koruna;;u obchodu
461321002;Pardubický;Svitavy;Křenov;Křenov;; náves
461530125;Pardubický;Svitavy;Kukle;Kukle;;zastávka ČAD
461310013;Pardubický;Svitavy;Kunčina;Kunčina;;u Obecního úřadu
461729051;Pardubický;Svitavy;Květná;Květná;;u Obecního úřadu
461523052;Pardubický;Svitavy;Lavičné;Lavičné;;u obchodu
461310103;Pardubický;Svitavy;Linhartice;Linhartice;;u Obecního úřadu
461745051;Pardubický;Svitavy;Lubná;Lubná;;u Konzumu
461635054;Pardubický;Svitavy;Makov;Makov;;u hospody
461329004;Pardubický;Svitavy;Malíkov;Malíkov;;u Obecního úřadu
461329001;Pardubický;Svitavy;Městečko Trnávka;Městečko Trnávka;;u čerpací stanice ZD
461530107;Pardubický;Svitavy;Mikuleč;Mikuleč;;zastávka ČAD
461323050;Pardubický;Svitavy;Mladějov na Moravě;Mladějov na Moravě;;u Obecního úřadu
461611009;Pardubický;Svitavy;Morašice;Morašice;;u Konzumu
461741003;Pardubický;Svitavy;Nedvězí;Nedvězí;;u Obecního úřadu
461610051;Pardubický;Svitavy;Němčice;Němčice;;u pošty
461611121;Pardubický;Svitavy;Nová Sídla;Nová Sídla;;u hasičárny
461635053;Pardubický;Svitavy;Nová Ves u Jarošova;Nová Ves u Jarošova;;u konzumu - náves
461743000;Pardubický;Svitavy;Oldřiš;Oldřiš;;u Konzumu
461593000;Pardubický;Svitavy;Opatov;Opatov;;u Obecního úřadu
461593052;Pardubický;Svitavy;Opatovec;Opatovec;;u obchodu
461611115;Pardubický;Svitavy;Osík;Osík;;u kulturního domu
461521054;Pardubický;Svitavy;Pohledy;Horní Hynčina;;u truhlárny
461729000;Pardubický;Svitavy;Pomezí;Pomezí;;u Obecního úřadu
461638050;Pardubický;Svitavy;Poříčí u Litomyšle;Poříčí u Litomyšle;;u konzumu
461635050;Pardubický;Svitavy;Příluka;Příluka;;zastávka ČAD - na návsi
461743050;Pardubický;Svitavy;Pustá Kamenice;Pustá Kamenice;;točna - u Hasičárny
461746050;Pardubický;Svitavy;Pustá Rybná;Pustá Rybná;; náves
461594000;Pardubický;Svitavy;Radiměř;Radiměř;;ZD
461329051;Pardubický;Svitavy;Radkov;Radkov;;u obchodu
461595000;Pardubický;Svitavy;Rohozná;Rohozná;;u pošty
461523050;Pardubický;Svitavy;Rozhraní;Rozhraní;;Jednota
461329050;Pardubický;Svitavy;Rozstání;Rozstání;;u obchodu
461523056;Pardubický;Svitavy;Rudná;Rudná;;u čp 1 - U obchodu
461323000;Pardubický;Svitavy;Rychnov na Moravě;Rychnov na Moravě;;u obchodu
461633050;Pardubický;Svitavy;Řídký;Řídký;;u chalupy
461721059;Pardubický;Svitavy;Sádek;Sádek;;u Obecního úřadu
461745001;Pardubický;Svitavy;Sebranice;Sebranice;;u pošty
461611010;Pardubický;Svitavy;Sedliště;Sedliště;;autob. zast.
461548051;Pardubický;Svitavy;Sklené;Sklené;;
461321054;Pardubický;Svitavy;Slatina;Slatina;;zastávka ČAD
465549006;Pardubický;Svitavy;Sloupnice;Dolní Sloupnice;;potraviny
461310010;Pardubický;Svitavy;Staré Město;Staré Město;;letiště
461729001;Pardubický;Svitavy;Stašov;Stašov;;u obchodu
461639000;Pardubický;Svitavy;Strakov;Strakov;;u kapličky
461635051;Pardubický;Svitavy;Suchá Lhota;Suchá Lhota;;na OÚ
461744050;Pardubický;Svitavy;Svojanov;Starý Svojanov;;u obchodu
461721062;Pardubický;Svitavy;Široký Důl;Široký Důl;;u Konzumu
461526050;Pardubický;Svitavy;Študlov;Študlov;;u obec. úřadu
461746000;Pardubický;Svitavy;Telecí;Telecí;;u zdrav.střediska
461741004;Pardubický;Svitavy;Trpín;Trpín;;u obchodu
461634199;Pardubický;Svitavy;Trstěnice;Trstěnice;;u Konzumu
461611118;Pardubický;Svitavy;Tržek;Tržek;;u prodejny - náves
461324050;Pardubický;Svitavy;Třebařov;Třebařov;;zastávka ČAD
461633054;Pardubický;Svitavy;Újezdec;Újezdec;;Náves- rybník
461310008;Pardubický;Svitavy;Útěchov;Útěchov;;náves
461545501;Pardubický;Svitavy;Vendolí;Vendolí;;u MÚ
461631000;Pardubický;Svitavy;Vidlatá Seč;Vidlatá Seč;;zastávka ČSAD
461325101;Pardubický;Svitavy;Víska u Jevíčka;Víska u Jevíčka;;zastávka ČAD
461526052;Pardubický;Svitavy;Vítějeves;Vítějeves;;u obchodu
465549001;Pardubický;Svitavy;Vlčkov;Vlčkov;;prodejna Potraviny
461328050;Pardubický;Svitavy;Vranová Lhota;Vranová Lhota;;zastávka ČAD
461329054;Pardubický;Svitavy;Vrážné;Vrážné;;u obchodu
461325057;Pardubický;Svitavy;Vysoká;Vysoká;;o prodejny
461523054;Pardubický;Svitavy;Želivsko;Želivsko;;Zastávka ČSAD
465320000;Pardubický;Ústí nad Orlicí;Albrechtice;Albrechtice;;u čp 28
465394006;Pardubický;Ústí nad Orlicí;Anenská Studánka;Anenská Studánka;;u OÚ
465471000;Pardubický;Ústí nad Orlicí;Běstovice;Běstovice;;zastávka ČSAD
465489001;Pardubický;Ústí nad Orlicí;Bošín;Bošín;;u Konzumu
465544000;Pardubický;Ústí nad Orlicí;Brandýs nad Orlicí;Brandýs nad Orlicí;Žerotínova;hotel Jiřička
465485002;Pardubický;Ústí nad Orlicí;Bučina;Bučina;;na OÚ
465641000;Pardubický;Ústí nad Orlicí;Bystřec;Bystřec;;u hasičárny - u PZ
465382001;Pardubický;Ústí nad Orlicí;Cotkytle;Cotkytle;;u OÚ
465391007;Pardubický;Ústí nad Orlicí;Čenkovice;Čenkovice;;u Konzumu
465629001;Pardubický;Ústí nad Orlicí;Česká Rybná;Česká Rybná;;u prodejny 
465549000;Pardubický;Ústí nad Orlicí;České Heřmanice;České Heřmanice;;na budově Pošty
465582001;Pardubický;Ústí nad Orlicí;České Libchavy;České Libchavy;;u SR3
465635004;Pardubický;Ústí nad Orlicí;České Petrovice;České Petrovice;;prodejna Potravin
465394001;Pardubický;Ústí nad Orlicí;Damníkov;Damníkov;;na Křižovatce
465587000;Pardubický;Ústí nad Orlicí;Dlouhá Třebová;Dlouhá Třebová;;Kampelička-Pošta
465611007;Pardubický;Ústí nad Orlicí;Dlouhoňovice;Dlouhoňovice;Nádražní;nádraží ČD - nástupiště
465481004;Pardubický;Ústí nad Orlicí;Dobříkov;Dobříkov;;parkoviště u školy
465393000;Pardubický;Ústí nad Orlicí;Dolní Čermná;Dolní Čermná;;u školy
465634000;Pardubický;Ústí nad Orlicí;Dolní Morava;Velká Morava;;u potravin
465420019;Pardubický;Ústí nad Orlicí;Džbánov;Džbánov;;na prodejně
465629004;Pardubický;Ústí nad Orlicí;Hejnice;Hejnice;;u hospody
465611006;Pardubický;Ústí nad Orlicí;Helvíkovice;Helvíkovice;;u Konzumu
465548010;Pardubický;Ústí nad Orlicí;Hnátnice;Hnátnice;;u prodejny
465393005;Pardubický;Ústí nad Orlicí;Horní Čermná;Horní Čermná;;u Konzumu
465391002;Pardubický;Ústí nad Orlicí;Horní Heřmanice;Horní Heřmanice;;křižovatka směr Štíty, zastávka HD
465320014;Pardubický;Ústí nad Orlicí;Horní Třešňovec;Horní Třešňovec;;u Konzumu
465520010;Pardubický;Ústí nad Orlicí;Hrádek;Hrádek;;u OÚ
465485001;Pardubický;Ústí nad Orlicí;Hrušová;Hrušová;;u Konzumu
465649000;Pardubický;Ústí nad Orlicí;Jamné nad Orlicí;Jamné nad Orlicí;;Obecní Úřad
465485000;Pardubický;Ústí nad Orlicí;Javorník;Javorník;;na OÚ
465547001;Pardubický;Ústí nad Orlicí;Jehnědí;Jehnědí;;prodejna
465611012;Pardubický;Ústí nad Orlicí;Kameničná;Kameničná;;u OÚ
465637000;Pardubický;Ústí nad Orlicí;Klášterec nad Orlicí;Klášterec nad Orlicí;;u Konzumu
465489000;Pardubický;Ústí nad Orlicí;Koldín;Koldín;;u OÚ
465473171;Pardubický;Ústí nad Orlicí;Kosořín;Kosořín;;
465381000;Pardubický;Ústí nad Orlicí;Krasíkov;Krasíkov;;Hasičárna
465619000;Pardubický;Ústí nad Orlicí;Kunvald;Kunvald;;Kampelička
469325000;Pardubický;Ústí nad Orlicí;Leština;Leština;;u silnice
465485004;Pardubický;Ústí nad Orlicí;Libecina;Libecina;;u obchodu
465582000;Pardubický;Ústí nad Orlicí;Libchavy;Horní Libchavy;; 
465635000;Pardubický;Ústí nad Orlicí;Lichkov;Lichkov;;proti OÚ
465611005;Pardubický;Ústí nad Orlicí;Líšnice;Líšnice;;parkoviště u pošty - u kostela
465381003;Pardubický;Ústí nad Orlicí;Lubník;Lubník;;u OÚ
465621007;Pardubický;Ústí nad Orlicí;Lukavice;Lukavice;;u OÚ
465394004;Pardubický;Ústí nad Orlicí;Luková;Luková;;u OÚ
465641004;Pardubický;Ústí nad Orlicí;Mistrovice;Mistrovice;;u OÚ
465635005;Pardubický;Ústí nad Orlicí;Mladkov;Mladkov;;u Pošty
465544006;Pardubický;Ústí nad Orlicí;Mostek;Mostek;;u Konzumu
465473170;Pardubický;Ústí nad Orlicí;Nasavrky;Nasavrky;;u OÚ
465625001;Pardubický;Ústí nad Orlicí;Nekoř;Nekoř;;u hospody
469325002;Pardubický;Ústí nad Orlicí;Nové Hrady;Nové Hrady;;u pošty
465588010;Pardubický;Ústí nad Orlicí;Orlické Podhůří;Rviště;; na prodejně
465649002;Pardubický;Ústí nad Orlicí;Orličky;Orličky;;u OÚ
465320515;Pardubický;Ústí nad Orlicí;Ostrov;Ostrov;;u Konzumu
465544003;Pardubický;Ústí nad Orlicí;Oucmanice;Oucmanice;;MŠ
465637002;Pardubický;Ústí nad Orlicí;Pastviny;Pastviny;;u OÚ
465393002;Pardubický;Ústí nad Orlicí;Petrovice;Petrovice;;u OÚ
465618001;Pardubický;Ústí nad Orlicí;Písečná;Písečná;;parkoviště u prodejny
465489002;Pardubický;Ústí nad Orlicí;Plchovice;Plchovice;;u Konzumu
465546002;Pardubický;Ústí nad Orlicí;Podlesí;Němčí;;na prodejně
465585010;Pardubický;Ústí nad Orlicí;Přívrat;Přívrat;;
465485005;Pardubický;Ústí nad Orlicí;Pustina;Pustina;;u OÚ
466676002;Pardubický;Ústí nad Orlicí;Radhošť;Radhošť;;u prodejny
465320003;Pardubický;Ústí nad Orlicí;Rudoltice;Rudoltice;;u Konzumu
465530510;Pardubický;Ústí nad Orlicí;Rybník;Rybník;;u  prodejny
469671010;Pardubický;Ústí nad Orlicí;Řepníky;Řepníky;;u bytovky
465585001;Pardubický;Ústí nad Orlicí;Řetová;Řetová;;Česká pošta
465585118;Pardubický;Ústí nad Orlicí;Řetůvka;Řetůvka;;u prodejna
465320001;Pardubický;Ústí nad Orlicí;Sázava;Sázava;;u Tesly
465546001;Pardubický;Ústí nad Orlicí;Seč;Seč;;u obec. úřadu
465539010;Pardubický;Ústí nad Orlicí;Semanín;Semanín;;vedle PO
465473173;Pardubický;Ústí nad Orlicí;Skořenice;Skořenice;;u Integral - podniku
465420022;Pardubický;Ústí nad Orlicí;Slatina;Slatina;;u hostince
465641011;Pardubický;Ústí nad Orlicí;Sobkovice;Sobkovice;;prodejna
465584001;Pardubický;Ústí nad Orlicí;Sopotnice;Sopotnice;;u prodejny
465486000;Pardubický;Ústí nad Orlicí;Sruby;Sruby;;proti čp. 4
469674006;Pardubický;Ústí nad Orlicí;Stradouň;Stradouň;;u OÚ
465382000;Pardubický;Ústí nad Orlicí;Strážná;Strážná;;u OÚ
465641009;Pardubický;Ústí nad Orlicí;Studené;Studené;;před Potravinami
465544002;Pardubický;Ústí nad Orlicí;Sudislav nad Orlicí;Sudislav nad Orlicí;;
465546003;Pardubický;Ústí nad Orlicí;Sudslava;Sudslava;;u pošty
465547000;Pardubický;Ústí nad Orlicí;Svatý Jiří;Svatý Jiří;;u pošty
465625002;Pardubický;Ústí nad Orlicí;Šedivec;Šedivec;;na prodejně
465381001;Pardubický;Ústí nad Orlicí;Tatenice;Tatenice;;Křiž. Tátenice-Strážná
465635801;Pardubický;Ústí nad Orlicí;Těchonín;Těchonín;;u Pošty
465420021;Pardubický;Ústí nad Orlicí;Tisová;Tisová;;u školy
465394005;Pardubický;Ústí nad Orlicí;Trpík;Trpík;;u Obecního úřadu
465394002;Pardubický;Ústí nad Orlicí;Třebovice;Třebovice;;u Pošty
466676006;Pardubický;Ústí nad Orlicí;Týnišťko;Týnišťko;;před prodejnou
465484000;Pardubický;Ústí nad Orlicí;Újezd u Chocně;Újezd u Chocně;;u Obecního úřadu
465546000;Pardubický;Ústí nad Orlicí;Velká Skrovnice;Velká Skrovnice;;u OÚ
465641007;Pardubický;Ústí nad Orlicí;Verměřovice;Verměřovice;;u Konzumu
469674002;Pardubický;Ústí nad Orlicí;Vinary;Vinary;;
465549003;Pardubický;Ústí nad Orlicí;Voděrady;Džbánov;;prodejna
465482001;Pardubický;Ústí nad Orlicí;Vraclav;Sedlec;; 
465483001;Pardubický;Ústí nad Orlicí;Vračovice-Orlov;Vračovice;;u zastávky ČSAD
465391005;Pardubický;Ústí nad Orlicí;Výprachtice;Výprachtice;;u školy
465485003;Pardubický;Ústí nad Orlicí;Zádolí;Zádolí;;u OÚ
465629003;Pardubický;Ústí nad Orlicí;Záchlumí;Litice nad Orlicí;;u hopody - Zátiší - pod hradem
465483000;Pardubický;Ústí nad Orlicí;Zálší;Zálší;;u Obecního úřadu
465481002;Pardubický;Ústí nad Orlicí;Zámrsk;Janovičky;;poblíž ČD
465471009;Pardubický;Ústí nad Orlicí;Zářecká Lhota;Zářecká Lhota;;u OÚ
465618000;Pardubický;Ústí nad Orlicí;Žampach;Žampach;;u Konzumu
465320006;Pardubický;Ústí nad Orlicí;Žichlínek;Žichlínek;;u Rawely
379793376;Plzeňský;Domažlice;Babylon;Babylon;;u hotelu  Bedrníček
379495493;Plzeňský;Domažlice;Bělá nad Radbuzou;Bělá nad Radbuzou;Náměstí;u pošty
379428530;Plzeňský;Domažlice;Blížejov;Blížejov;;u rybníka náves
379734907;Plzeňský;Domažlice;Brnířov;Brnířov;;bus zastávka náves
379493192;Plzeňský;Domažlice;Bukovec;Bukovec;;u krámu náves
379492977;Plzeňský;Domažlice;Čermná;Čermná;;u has.zbrojnice
379493024;Plzeňský;Domažlice;Černovice;Černovice;;náves
379793468;Plzeňský;Domažlice;Česká Kubice;Horní Folmava;;benzina OMV
379794466;Plzeňský;Domažlice;Díly;Díly;;u OÚ náves
379497142;Plzeňský;Domažlice;Drahotín;Drahotín;;náves
379778925;Plzeňský;Domažlice;Draženov;Draženov;;křižovatka
379492975;Plzeňský;Domažlice;Hlohová;Hlohová;;náves
379494660;Plzeňský;Domažlice;Hlohovčice;Hlohovčice;;u OÚ náves
379492981;Plzeňský;Domažlice;Horní Kamenice;Horní Kamenice;;u obchodu
379496159;Plzeňský;Domažlice;Hostouň;Hostouň;Příkopy;sídliště
379494951;Plzeňský;Domažlice;Hradiště;Hradiště;;u obchodu
379494950;Plzeňský;Domažlice;Chocomyšl;Chocomyšl;;před obchodem
379794464;Plzeňský;Domažlice;Chodov;Chodov;;u obchodu
379798355;Plzeňský;Domažlice;Chodská Lhota;Chodská Lhota;;náves náves
379778944;Plzeňský;Domažlice;Chrastavice;Chrastavice;;bus - zastávka
379494662;Plzeňský;Domažlice;Kanice;Kanice;;u obchodu Smíšené zboží  náves
379794467;Plzeňský;Domažlice;Klenčí pod Čerchovem;Klenčí pod Čerchovem;;u nov. stánku
379494560;Plzeňský;Domažlice;Koloveč;Koloveč;Tyršova;před OÚ
379730903;Plzeňský;Domažlice;Kout na Šumavě;Kout na Šumavě;;náves u pivovaru
379492978;Plzeňský;Domažlice;Křenovy;Křenovy;;pod restaurací
379491977;Plzeňský;Domažlice;Kvíčovice;Kvíčovice;;u prodejny náves
379798549;Plzeňský;Domažlice;Libkov;Libkov;; u obchodu náves
379798340;Plzeňský;Domažlice;Loučim;Loučim;;u restaurace, autob.zastávka
379778906;Plzeňský;Domažlice;Luženičky;Luženice;;u hasičské zbrojnice
379423622;Plzeňský;Domažlice;Meclov;Třebnice;;náves
379493297;Plzeňský;Domažlice;Mezholezy (dříve okres Horšovský Týn);Mezholezy;; u zastávky ČSAD
379778945;Plzeňský;Domažlice;Milavče;Milavče;;BUS - čekárna
379493191;Plzeňský;Domažlice;Mířkov;Mířkov;;náves u obchodu
379497141;Plzeňský;Domažlice;Mnichov;Mnichov;;u obchodu
379788336;Plzeňský;Domažlice;Mrákov;Starý Klíčov;;proti obchodu
379496385;Plzeňský;Domažlice;Mutěnín;Mutěnín;;náves u kostela
379789511;Plzeňský;Domažlice;Nemanice;Lísková;;před pojišťovnou, 
379734906;Plzeňský;Domažlice;Němčice;Němčice;;kžižovatka náves
379491975;Plzeňský;Domažlice;Neuměř;Neuměř;;hostinec  náves
379778941;Plzeňský;Domažlice;Nevolice;Nevolice;;u obchodu
379734908;Plzeňský;Domažlice;Nová Ves;Nová Ves;;u hasičské zbrojnice náves
379497441;Plzeňský;Domažlice;Nový Kramolín;Nový Kramolín;;U OBCHODU
379427090;Plzeňský;Domažlice;Osvračín;Osvračín;;u ZD
379497143;Plzeňský;Domažlice;Otov;Otov;;zastávka ČSAD
379778943;Plzeňský;Domažlice;Pasečnice;Stará Pasečnice;;na budově Konzumu
379794948;Plzeňský;Domažlice;Pec;Pec;;u OÚ náves
379497440;Plzeňský;Domažlice;Poběžovice;Poběžovice;Vranovská;náměstí  před hotelem
379799341;Plzeňský;Domažlice;Pocinovice;Pocinovice;;náves u školy
379494663;Plzeňský;Domažlice;Poděvousy;Poděvousy;;
379796463;Plzeňský;Domažlice;Postřekov;Postřekov;;u OÚ
379492979;Plzeňský;Domažlice;Puclice;Puclice;;u kapličky
379496485;Plzeňský;Domažlice;Rybník;Rybník;;u obchodu
379493190;Plzeňský;Domažlice;Semněvice;Semněvice;;před PÚ náves
379720155;Plzeňský;Domažlice;Spáňov;Spáňov;;náves- u obchodu
379494661;Plzeňský;Domažlice;Srbice;Srbice;;u OÚ
379423266;Plzeňský;Domažlice;Srby;Srby;;před obchodem
379778942;Plzeňský;Domažlice;Stráž;Stráž;;u OÚ   náves
379490807;Plzeňský;Domažlice;Štichov;Štichov;;požární zbrojnice
379778335;Plzeňský;Domažlice;Tlumačov;Tlumačov;;u obchodu
379794463;Plzeňský;Domažlice;Trhanov;Trhanov;;bytovky, náves
379494952;Plzeňský;Domažlice;Úboč;Úboč;;park
379778914;Plzeňský;Domažlice;Újezd;Újezd;;náves
379797548;Plzeňský;Domažlice;Úsilov;Úsilov;;u zastávky ČAD
379493195;Plzeňský;Domažlice;Velký Malahov;Velký Malahov;;U rybníka
379496550;Plzeňský;Domažlice;Vidice;Vidice;;u OÚ
379497140;Plzeňský;Domažlice;Vlkanov;Vlkanov;;u rybníka
379779391;Plzeňský;Domažlice;Všeruby;Všeruby;;bytovky
379778950;Plzeňský;Domažlice;Zahořany;Zahořany;;u pošty a OÚ
379720153;Plzeňský;Domažlice;Ždánov;Ždánov;;náves
376382904;Plzeňský;Klatovy;Běhařov;Běhařov;;náves
376399900;Plzeňský;Klatovy;Běšiny;Běšiny;;náves, u obecního úřadu
376321927;Plzeňský;Klatovy;Bezděkov;Bezděkov;;náves
376393907;Plzeňský;Klatovy;Biřkov;Biřkov;;u obchodu
376321938;Plzeňský;Klatovy;Bolešiny;Bolešiny;;náves
376595907;Plzeňský;Klatovy;Břežany;Břežany;;náves
376596906;Plzeňský;Klatovy;Budětice;Budětice;;náves
376391900;Plzeňský;Klatovy;Čachrov;Javorná;;u obchodu, u hlavní silnice
379797343;Plzeňský;Klatovy;Černíkov;Černíkov;;obec náves
376393901;Plzeňský;Klatovy;Červené Poříčí;Červené Poříčí;;u hlavní silnice
376594905;Plzeňský;Klatovy;Číhaň;Číhaň;;náves
376596902;Plzeňský;Klatovy;Čímice;Čímice;;náves
376570904;Plzeňský;Klatovy;Dešenice;Dešenice;;náves
376382906;Plzeňský;Klatovy;Dlažov;Dlažov;;náves, před obchodem
376523919;Plzeňský;Klatovy;Dlouhá Ves;Dlouhá Ves;;u hlavní silnice, o obecního úřadu
376521027;Plzeňský;Klatovy;Dobršín;Dobršín;;náves
376321939;Plzeňský;Klatovy;Dolany;Dolany;;náves, u pošty
376597903;Plzeňský;Klatovy;Dražovice;Dražovice;;náves, u zastávky ČSAD
376596904;Plzeňský;Klatovy;Frymburk;Frymburk;; náves
376390903;Plzeňský;Klatovy;Hamry;Hamry;;náves 
376593312;Plzeňský;Klatovy;Hartmanice;Hartmanice;;náves, u hotelu Vintéř
376513927;Plzeňský;Klatovy;Hejná;Hejná;;náves u obecního úřadu
376588901;Plzeňský;Klatovy;Hlavňovice;Hlavňovice;;náves, u hl.silnice
376394909;Plzeňský;Klatovy;Hnačov;Hnačov;;náves, u OÚ
388435831;Plzeňský;Klatovy;Horská Kvilda;Horská Kvilda;;u obecního úřadu
376508902;Plzeňský;Klatovy;Hrádek;Hrádek;;u Sušice, náves
376396904;Plzeňský;Klatovy;Hradešice;Hradešice;;náves, u obchodu
376514903;Plzeňský;Klatovy;Chanovice;Chanovice;;u OÚ, náves
376399901;Plzeňský;Klatovy;Chlistov;Chlistov;;náves
376398902;Plzeňský;Klatovy;Chudenice;Chudenice;Kvapilova;u základní školy
376570906;Plzeňský;Klatovy;Chudenín;Chudenín;;náves, u hasičské zbrojnice
376383300;Plzeňský;Klatovy;Ježovy;Ježovy;;náves
376582903;Plzeňský;Klatovy;Kašperské Hory;Kašperské Hory;Dlouhá;u pošty, pod náměstím
376513928;Plzeňský;Klatovy;Kejnice;Kejnice;;náves, u obchodu
376382905;Plzeňský;Klatovy;Klenová;Klenová;;u zámku, sýpka
376594900;Plzeňský;Klatovy;Kolinec;Kolinec;;náves
376393950;Plzeňský;Klatovy;Křenice;Křenice;;náves
376595906;Plzeňský;Klatovy;Kvášňovice;Kvášňovice;;náves
376513926;Plzeňský;Klatovy;Malý Bor;Týnec;;náves
376395900;Plzeňský;Klatovy;Měčín;Měčín;Školní;proti obchodu
376599901;Plzeňský;Klatovy;Modrava;Modrava;;náves, u obecního úřadu
376321943;Plzeňský;Klatovy;Mochtín;Mochtín;;náves, u hlavní silnice
