číslo VTA;kraj;okres;obec;část obce;ulice;upřesnění umístění
376594902;Plzeňský;Klatovy;Mokrosuky;Mokrosuky;;náves
376595908;Plzeňský;Klatovy;Myslív;Milčice;;náves, u kapličky
376321118;Plzeňský;Klatovy;Myslovice;Myslovice;;náves
376396902;Plzeňský;Klatovy;Nalžovské Hory;Velenovy;;náves
376596908;Plzeňský;Klatovy;Nezamyslice;Nezamyslice;;náves, u obchodu
376587902;Plzeňský;Klatovy;Nezdice na Šumavě;Nezdice na Šumavě;;náves
376321947;Plzeňský;Klatovy;Obytce;Obytce;;náves, u obecního úřadu 
376595905;Plzeňský;Klatovy;Olšany;Olšany;;náves
376595900;Plzeňský;Klatovy;Pačejov;Pačejov-nádraží;;u hl.silnice, u OÚ
376588900;Plzeňský;Klatovy;Petrovice u Sušice;Petrovice u Sušice;;náves, u hl.silnice
376394900;Plzeňský;Klatovy;Plánice;Plánice;Náměstí;náměstí
376523917;Plzeňský;Klatovy;Podmokly;Podmokly;;náves, u OÚ
376398901;Plzeňský;Klatovy;Poleň;Poleň;;náves
376589900;Plzeňský;Klatovy;Prášily;Prášily;;náves
376395903;Plzeňský;Klatovy;Předslav;Měcholupy;;náves
376596901;Plzeňský;Klatovy;Rabí;Rabí;;náves, u obecního úřadu
376582906;Plzeňský;Klatovy;Rejštejn;Rejštejn;;náves
376514603;Plzeňský;Klatovy;Slatina;Slatina;;náves 
376597901;Plzeňský;Klatovy;Soběšice;Soběšice;;náves
376599900;Plzeňský;Klatovy;Srní;Srní;;náves, u OÚ
376587900;Plzeňský;Klatovy;Strašín;Strašín;;náves, u OÚ
376382901;Plzeňský;Klatovy;Strážov;Strážov;;náměstí 
376514900;Plzeňský;Klatovy;Svéradice;Svéradice;; u obecního úřadu
376393910;Plzeňský;Klatovy;Švihov;Švihov;nám. Dr. E. Beneše;náměstí
376382910;Plzeňský;Klatovy;Týnec;Týnec;;náves, u Janovice nad Úhlavou
376394905;Plzeňský;Klatovy;Újezd u Plánice;Újezd u Plánice;;u obecního úřadu, náves
376594901;Plzeňský;Klatovy;Velhartice;Hory Matky Boží;;náves, u pošty
376513922;Plzeňský;Klatovy;Velké Hydčice;Velké Hydčice;;náves, u OÚ
376514902;Plzeňský;Klatovy;Velký Bor;Velký Bor;;náves, u obchodu
376321917;Plzeňský;Klatovy;Vrhaveč;Vrhaveč;;náves, u hlavní silnice
376393906;Plzeňský;Klatovy;Vřeskovice;Vřeskovice;;náves, u obecního úřadu
376396901;Plzeňský;Klatovy;Zavlekov;Zavlekov;;náves, u hlavní silnice
376394906;Plzeňský;Klatovy;Zborovy;Zborovy;;náves
376387900;Plzeňský;Klatovy;Železná Ruda;Železná Ruda;1. máje;pod hotelem Ostrý,u schodů
376597900;Plzeňský;Klatovy;Žihobce;Žihobce;;náves, u kostela
376596900;Plzeňský;Klatovy;Žichovice;Žichovice;;náves, u hasičské zbrojnice
371594310;Plzeňský;Plzeň-jih;Borovno;Borovno;;náves, čp. E20
376393900;Plzeňský;Plzeň-jih;Borovy;Borovy;;náves, u hlavní silnice
377912065;Plzeňský;Plzeň-jih;Buková;Buková;;náves u prodejny
377916330;Plzeňský;Plzeň-jih;Čižice;Čižice;;náves
371597195;Plzeňský;Plzeň-jih;Čížkov;Čečovice;;náves
371591040;Plzeňský;Plzeň-jih;Čmelíny;Čmelíny;;u prodejny náves
377988823;Plzeňský;Plzeň-jih;Dnešice;Dnešice;;u nákupního střediska
377986050;Plzeňský;Plzeň-jih;Dolce;Dolce;;u obecního úřadu
377985111;Plzeňský;Plzeň-jih;Dolní Lukavice;Lišice;;náves
377880167;Plzeňský;Plzeň-jih;Honezovice;Honezovice;;u has. Zbrojnice náves
377982744;Plzeňský;Plzeň-jih;Horní Lukavice;Horní Lukavice;;u obchodu náves
377986040;Plzeňský;Plzeň-jih;Horšice;Horšice;;náves u obecního úřadu
377901099;Plzeňský;Plzeň-jih;Hradec;Hradec;;u prodejny
371595600;Plzeňský;Plzeň-jih;Hradiště;Hradiště;;u prodejny náves
371523311;Plzeňský;Plzeň-jih;Chlum;Chlum;;náves náves
371522978;Plzeňský;Plzeň-jih;Chocenice;Chocenice;;u restaurace náves
371596496;Plzeňský;Plzeň-jih;Jarov;Jarov;;náves
371595239;Plzeňský;Plzeň-jih;Kasejovice;Kasejovice;;NÁMĚSTÍ U POŠTY
376395908;Plzeňský;Plzeň-jih;Kbel;Kbel;;u obecního úřadu
371592691;Plzeňský;Plzeň-jih;Klášter;Klášter;;náves u zastávky ČSAD
377880309;Plzeňský;Plzeň-jih;Kotovice;Kotovice;;náves u obchodu náves
371580105;Plzeňský;Plzeň-jih;Kozlovice;Kozlovice;;na  OÚ
371592681;Plzeňský;Plzeň-jih;Kramolín;Kramolín;;
371596169;Plzeňský;Plzeň-jih;Letiny;Letiny;;pavilon Vltava
377901612;Plzeňský;Plzeň-jih;Líšina;Líšina;;u restaurace
371520015;Plzeňský;Plzeň-jih;Louňová;Louňová;;pravý roh obchodu
377982745;Plzeňský;Plzeň-jih;Lužany;Lužany;;u obchodu náves
371591556;Plzeňský;Plzeň-jih;Měcholupy;Měcholupy;;u prodejny
377912443;Plzeňský;Plzeň-jih;Merklín;Merklín;Náměstí;u prodejny
371592601;Plzeňský;Plzeň-jih;Mileč;Mileč;; náves
377891115;Plzeňský;Plzeň-jih;Milínov;Milínov;;na budově OÚ
371594011;Plzeňský;Plzeň-jih;Míšov;Míšov;;u OÚ náves
371585598;Plzeňský;Plzeň-jih;Mladý Smolivec;Starý Smolivec;;u obchodu
371580044;Plzeňský;Plzeň-jih;Mohelnice;Mohelnice;;náves, před č.p. 14
377916700;Plzeňský;Plzeň-jih;Nebílovy;Nebílovy;;náves u OÚ
371592598;Plzeňský;Plzeň-jih;Nekvasovy;Nekvasovy;;u OÚ
377916100;Plzeňský;Plzeň-jih;Netunice;Netunice;;náves u restaurace a OÚ
371592596;Plzeňský;Plzeň-jih;Neurazy;Neurazy;;náves
376393902;Plzeňský;Plzeň-jih;Nezdice;Nezdice;;Nezdice u Přestic,náves
371595660;Plzeňský;Plzeň-jih;Nezdřev;Nezdřev;;u hospody
377972844;Plzeňský;Plzeň-jih;Nová Ves;Nová Ves;;u obecního úřadu
371597180;Plzeňský;Plzeň-jih;Nové Mitrovice;Nové Mitrovice;;u prodejny náves
377982742;Plzeňský;Plzeň-jih;Oplot;Oplot;;náves
371595225;Plzeňský;Plzeň-jih;Oselce;Oselce;;u O. Ú.
377912138;Plzeňský;Plzeň-jih;Otěšice;Otěšice;;u obchodu
371592660;Plzeňský;Plzeň-jih;Prádlo;Prádlo;; náves
377916161;Plzeňský;Plzeň-jih;Předenice;Předenice;;náves u prodejny
377988219;Plzeňský;Plzeň-jih;Přestavlky;Přestavlky;;náves u OÚ
377982743;Plzeňský;Plzeň-jih;Příchovice;Příchovice;;u hostince náves
377912734;Plzeňský;Plzeň-jih;Ptenín;Ptenín;;u prodejny náves
377986015;Plzeňský;Plzeň-jih;Radkovice;Radkovice;; náves
377980001;Plzeňský;Plzeň-jih;Roupov;Roupov;;u obchodu náves
377985032;Plzeňský;Plzeň-jih;Řenče;Řenče;;u školy
371522972;Plzeňský;Plzeň-jih;Seč;Seč;;v čekárně ČSAD
371591294;Plzeňský;Plzeň-jih;Sedliště;Sedliště;;restaurace
371596170;Plzeňský;Plzeň-jih;Skašov;Skašov;; náves
377912271;Plzeňský;Plzeň-jih;Soběkury;Soběkury;;zahrada Diagonie u křižovatky /bývalá ZŠ/
371592600;Plzeňský;Plzeň-jih;Srby;Srby;;u OÚ
377901620;Plzeňský;Plzeň-jih;Střelice;Střelice;;u OÚ náves
377992299;Plzeňský;Plzeň-jih;Střížovice;Střížovice;;náves
377916324;Plzeňský;Plzeň-jih;Štěnovice;Štěnovice;Čižická;náves
371591404;Plzeňský;Plzeň-jih;Tojice;Tojice;;
371592690;Plzeňský;Plzeň-jih;Třebčice;Třebčice;;u ČSD náves
371522958;Plzeňský;Plzeň-jih;Únětice;Únětice;;náves
377916371;Plzeňský;Plzeň-jih;Útušice;Útušice;;náves u hostince
377880093;Plzeňský;Plzeň-jih;Ves Touškov;Ves Touškov;;U prodejny
376395035;Plzeňský;Plzeň-jih;Vlčí;Vlčí;;u Obecního úřadu
371592597;Plzeňský;Plzeň-jih;Vrčeň;Vrčeň;;náves
377972842;Plzeňský;Plzeň-jih;Vstiš;Vstiš;;náves u školy
371522963;Plzeňský;Plzeň-jih;Zdemyslice;Zdemyslice;;u obchodu
377912122;Plzeňský;Plzeň-jih;Zemětice;Čelákovy;;náves u obchodu
377891130;Plzeňský;Plzeň-jih;Žákava;Žákava;;u JZD- Alimex
371522964;Plzeňský;Plzeň-jih;Ždírec;Ždírec;;náves před restaurací
371593116;Plzeňský;Plzeň-jih;Žinkovy;Žinkovy;;náměstí
371585174;Plzeňský;Plzeň-jih;Životice;Životice;;vstupní prostor OÚ
377945551;Plzeňský;Plzeň-město;Dýšina;Dýšina;Náměstí Míru;u pošty
377945757;Plzeňský;Plzeň-město;Chrást;Chrást;nám. Čsl. legií;před školou
377992284;Plzeňský;Plzeň-město;Chválenice;Chválenice;;u OÚ
377945548;Plzeňský;Plzeň-město;Kyšice;Kyšice;;před OÚ - náves
377456620;Plzeňský;Plzeň-město;Letkov;Letkov;;u kapličky
377963507;Plzeňský;Plzeň-město;Lhůta;Lhůta;;u obchodu
377916107;Plzeňský;Plzeň-město;Losiná;Losiná;;před OÚ
377963530;Plzeňský;Plzeň-město;Mokrouše;Mokrouše;;
377969769;Plzeňský;Plzeň-město;Nezbavětice;Nezbavětice;;náves
377891102;Plzeňský;Plzeň-město;Nezvěstice;Nezvěstice;;OÚ- u bytovek
377916655;Plzeňský;Plzeň-město;Štěnovický Borek;Štěnovický Borek;;náves u OÚ
377966900;Plzeňský;Plzeň-město;Tymákov;Tymákov;;u obecního úřadu
377922538;Plzeňský;Plzeň-sever;Bdeněves;Bdeněves;;náves
373317144;Plzeňský;Plzeň-sever;Bezvěrov;Bezvěrov;;u bytovek
377881230;Plzeňský;Plzeň-sever;Blatnice;Blatnice;;vedle OÚ
373394213;Plzeňský;Plzeň-sever;Bučí;Bučí;;za potokem k lesu
377922840;Plzeňský;Plzeň-sever;Čeminy;Čeminy;;náves u obecního úřadu
373396792;Plzeňský;Plzeň-sever;Černíkovice;Černíkovice;;náves autobus.zast.
377915300;Plzeňský;Plzeň-sever;Čerňovice;Čerňovice;;náves u rybníka
377855471;Plzeňský;Plzeň-sever;Česká Bříza;Česká Bříza;;u potravin
373341014;Plzeňský;Plzeň-sever;Dobříč;Dobříč;;u potravin náves
377845500;Plzeňský;Plzeň-sever;Dolany;Dolany;;zastávka ČAD
373394280;Plzeňský;Plzeň-sever;Dolní Bělá;Dolní Bělá;;u Jednoty
373397472;Plzeňský;Plzeň-sever;Dolní Hradiště;Dolní Hradiště;;u prodejny
373394591;Plzeňský;Plzeň-sever;Dražeň;Dražeň;;Obecní úřad
377824242;Plzeňský;Plzeň-sever;Druztová;Druztová;;u OÚ
377893334;Plzeňský;Plzeň-sever;Heřmanova Huť;Vlkýš;Mírové náměstí;náměstí u školy
373390113;Plzeňský;Plzeň-sever;Hlince;Hlince;;náves u obecního úřadu
377893223;Plzeňský;Plzeň-sever;Hněvnice;Hněvnice;;náves
373394281;Plzeňský;Plzeň-sever;Horní Bělá;Horní Bělá;;u požární zbrojnice
377959349;Plzeňský;Plzeň-sever;Hromnice;Žichlice;;u prodejny
377821567;Plzeňský;Plzeň-sever;Chotíkov;Chotíkov;;náves- u obchodu
373390196;Plzeňský;Plzeň-sever;Chříč;Chříč;;u prodejny
373390037;Plzeňský;Plzeň-sever;Chříč;Lhota;;rekreační středisko Machův Mlýn
373396790;Plzeňský;Plzeň-sever;Kočín;Kočín;;u obchodu
373396928;Plzeňský;Plzeň-sever;Kopidlo;Kopidlo;;u hasičárny
373332457;Plzeňský;Plzeň-sever;Koryta;Koryta;;u prodejny
373398250;Plzeňský;Plzeň-sever;Kozojedy;Kozojedy;;u pošty
377922326;Plzeňský;Plzeň-sever;Kozolupy;Kozolupy;;u pošty
373396789;Plzeňský;Plzeň-sever;Kožlany;Kožlany;;u domu s peč. službou
373394282;Plzeňský;Plzeň-sever;Krašovice;Krašovice;;u  OÚ
373312237;Plzeňský;Plzeň-sever;Krsy;Krsy;;náves u pošty
373315073;Plzeňský;Plzeň-sever;Křelovice;Křelovice;;náves u pošty
377915333;Plzeňský;Plzeň-sever;Kunějovice;Kunějovice;;náves
377958381;Plzeňský;Plzeň-sever;Ledce;Ledce;;u OÚ
377915324;Plzeňský;Plzeň-sever;Líšťany;Líšťany;;náves u prodejny
373394370;Plzeňský;Plzeň-sever;Líté;Líté;;u obecního úřadu
377893399;Plzeňský;Plzeň-sever;Lochousice;Lochousice;;
373394371;Plzeňský;Plzeň-sever;Loza;Loza;;u hospody
373392297;Plzeňský;Plzeň-sever;Manětín;Manětín;;náves  zast. ČSAD
373399222;Plzeňský;Plzeň-sever;Mladotice;Mladotice;;budova OÚ
373394530;Plzeňský;Plzeň-sever;Mrtník;Mrtník;;naproti obchodu
377922831;Plzeňský;Plzeň-sever;Myslinka;Myslinka;;náves u obecního úřadu
377945922;Plzeňský;Plzeň-sever;Nadryby;Nadryby;;u OÚ
373313080;Plzeňský;Plzeň-sever;Nečtiny;Hrad Nečtiny;;náves
373394211;Plzeňský;Plzeň-sever;Nekmíř;Nekmíř;;náves
377958380;Plzeňský;Plzeň-sever;Nevřeň;Nevřeň;;náves u prodejny
373332594;Plzeňský;Plzeň-sever;Obora;Obora;;za prodejnou
373395094;Plzeňský;Plzeň-sever;Pastuchovice;Pastuchovice;;u obecního úřadu
377915285;Plzeňský;Plzeň-sever;Pernarec;Pernarec;;u pošty
373322453;Plzeňský;Plzeň-sever;Pláně;Pláně;;u požár.zbroj.
377914408;Plzeňský;Plzeň-sever;Plešnice;Plešnice;;u potravin
377914080;Plzeňský;Plzeň-sever;Pňovany;Pňovany;;u obecního úřadu
373395221;Plzeňský;Plzeň-sever;Potvorov;Potvorov;;náves u č.p. 28
377893236;Plzeňský;Plzeň-sever;Přehýšov;Přehýšov;;u silnice
377958033;Plzeňský;Plzeň-sever;Příšov;Příšov;;náves
377881733;Plzeňský;Plzeň-sever;Rochlov;Rochlov;;u obecního úřadu
373332593;Plzeňský;Plzeň-sever;Rybnice;Rybnice;;u restaurace
373399212;Plzeňský;Plzeň-sever;Štichovice;Štichovice;;náves u prodejny
377958313;Plzeňský;Plzeň-sever;Tatiná;Tatiná;;náves
377955042;Plzeňský;Plzeň-sever;Trnová;Trnová;;u hostince- zast. ČAD
377931756;Plzeňský;Plzeň-sever;Úherce;Úherce;;náves u OÚ
377922105;Plzeňský;Plzeň-sever;Újezd nade Mží;Újezd nade Mží;;náves
377914003;Plzeňský;Plzeň-sever;Úlice;Úlice;;náves
373315262;Plzeňský;Plzeň-sever;Úněšov;Úněšov;;náves u policie, 
373312232;Plzeňský;Plzeň-sever;Úterý;Úterý;;budova knihovny
373395153;Plzeňský;Plzeň-sever;Velečín;Velečín;;na budově OÚ
377822290;Plzeňský;Plzeň-sever;Vochov;Vochov;;náves
377915210;Plzeňský;Plzeň-sever;Všeruby;Všeruby;;u pošty
373396796;Plzeňský;Plzeň-sever;Výrov;Hadačka;;náves u OÚ
373397533;Plzeňský;Plzeň-sever;Vysoká Libyně;Vysoká Libyně;;u zastávky ČSAD
373395116;Plzeňský;Plzeň-sever;Žihle;Žihle;;náves u OÚ
373395203;Plzeňský;Plzeň-sever;Žihle;Nový Dvůr;;sklárna
377958396;Plzeňský;Plzeň-sever;Žilov;Žilov;;u autobusové zastávky
371584156;Plzeňský;Rokycany;Bezděkov;Bezděkov;;na budově OÚ
371795003;Plzeňský;Rokycany;Březina;Březina;;U PRODEJNY
371795001;Plzeňský;Rokycany;Bujesily;Bujesily;;náves
371781551;Plzeňský;Rokycany;Bušovice;Bušovice;;u restaurace
371794124;Plzeňský;Rokycany;Cekov;Cekov;;náves
371783565;Plzeňský;Rokycany;Dobřív;Dobřív;;U hasičárny
371796600;Plzeňský;Rokycany;Drahoňův Újezd;Drahoňův Újezd;;u OÚ
371724918;Plzeňský;Rokycany;Ejpovice;Ejpovice;;u OÚ
371796150;Plzeňský;Rokycany;Hlohovice;Hlohovičky;;náves
371751192;Plzeňský;Rokycany;Holoubkov;Holoubkov;;u prodejny
371751079;Plzeňský;Rokycany;Hůrky;Hůrky;;náves u OÚ
371793384;Plzeňský;Rokycany;Cheznovice;Cheznovice;;u obecního úřadu
371727300;Plzeňský;Rokycany;Kamenný Újezd;Kocanda;;u OÚ
371794210;Plzeňský;Rokycany;Kařez;Kařez;;u OÚ
371750555;Plzeňský;Rokycany;Kařízek;Kařízek;;nádraží ČD
371724951;Plzeňský;Rokycany;Klabava;Klabava;;
371796145;Plzeňský;Rokycany;Kladruby;Kladruby;;náves
371783422;Plzeňský;Rokycany;Kornatice;Kornatice;;náves u autobus.zast.
371751080;Plzeňský;Rokycany;Lhota pod Radčem;Lhota pod Radčem;;náves
371795210;Plzeňský;Rokycany;Liblín;Liblín;;náves u ÚSP
371794100;Plzeňský;Rokycany;Líšná;Líšná;;u Obecního úřadu
371724975;Plzeňský;Rokycany;Litohlavy;Litohlavy;;u prodejny
371751118;Plzeňský;Rokycany;Medový Újezd;Medový Újezd;;u Pomníku
371782056;Plzeňský;Rokycany;Mešno;Mešno;;u vchodu
371796397;Plzeňský;Rokycany;Mlečice;Mlečice;;náves u prodejny
371750899;Plzeňský;Rokycany;Mýto;Mýto;Nádražní;u nádraží
371785160;Plzeňský;Rokycany;Němčovice;Němčovice;;hasičská zbrojnice 
371783385;Plzeňský;Rokycany;Nevid;Nevid;;náves u OÚ
371781494;Plzeňský;Rokycany;Osek;Osek;;na budově OÚ
371794102;Plzeňský;Rokycany;Plískov;Plískov;;náves
371796274;Plzeňský;Rokycany;Podmokly;Podmokly;;náves u restaurace
371783077;Plzeňský;Rokycany;Příkosice;Příkosice;;u prodejny
371795002;Plzeňský;Rokycany;Přívětice;Přívětice;;náves
371795219;Plzeňský;Rokycany;Radnice;Radnice;náměstí Kašpara Šternberka;u MÚ
371783076;Plzeňský;Rokycany;Raková;Raková;;náves
371584086;Plzeňský;Rokycany;Sebečice;Sebečice;;na budově OÚ vedle ÚR
371794203;Plzeňský;Rokycany;Sirá;Sirá;;Obecní úřad- náves
371795006;Plzeňský;Rokycany;Skomelno;Skomelno;;vedlé OÚ
371783462;Plzeňský;Rokycany;Skořice;Skořice;;náves u obchodu
371781280;Plzeňský;Rokycany;Smědčice;Smědčice;;u obecního úřadu
371728126;Plzeňský;Rokycany;Svojkovice;Svojkovice;;vedle OÚ
371793106;Plzeňský;Rokycany;Těně;Těně;;u OÚ
371796396;Plzeňský;Rokycany;Terešov;Terešov;;náves
371751149;Plzeňský;Rokycany;Těškov;Těškov;;u potravin
371783074;Plzeňský;Rokycany;Trokavec;Trokavec;;náves u prodejny
371794101;Plzeňský;Rokycany;Týček;Týček;;u zastávky ČSAD
371795214;Plzeňský;Rokycany;Újezd u Svatého Kříže;Újezd u Svatého Kříže;;
371795005;Plzeňský;Rokycany;Vejvanov;Vejvanov;;náves
371783048;Plzeňský;Rokycany;Veselá;Veselá;;střed obce
371728311;Plzeňský;Rokycany;Volduchy;Volduchy;;před poštou
371791581;Plzeňský;Rokycany;Všenice;Všenice;;náves
371796412;Plzeňský;Rokycany;Zvíkovec;Zvíkovec;;náves
374693108;Plzeňský;Tachov;Benešovice;Benešovice;;u motorestu
374629490;Plzeňský;Tachov;Bezdružice;Bezdružice;náměstí Kryštofa Haranta;
374794839;Plzeňský;Tachov;Brod nad Tichou;Brod nad Tichou;;u prodejny potravin
374782462;Plzeňský;Tachov;Broumov;Broumov;;u restaurace Stará hospoda
374625329;Plzeňský;Tachov;Cebiv;Cebiv;;u pošty
374782415;Plzeňský;Tachov;Ctiboř;Ctiboř;;u prodejny
374787998;Plzeňský;Tachov;Částkov;Částkov;;u prodejny Smíšené zboží
374692217;Plzeňský;Tachov;Černošín;Víchov;;číslo popisné E1
374728822;Plzeňský;Tachov;Dlouhý Újezd;Dlouhý Újezd;;před OÚ, ID ROP = 4029758
374696128;Plzeňský;Tachov;Erpužice;Erpužice;;u bytovek sídliště
374783398;Plzeňský;Tachov;Halže;Halže;Kaštanová;u bytovek
374625750;Plzeňský;Tachov;Horní Kozolupy;Horní Kozolupy;;u obecního úřadu
374795394;Plzeňský;Tachov;Hošťka;Hošťka;;u kostela
374794993;Plzeňský;Tachov;Chodová Planá;Chodová Planá;Pohraniční stráže;před nákupním střediskem
374782351;Plzeňský;Tachov;Chodský Újezd;Chodský Újezd;;před poštou
374631798;Plzeňský;Tachov;Kladruby;Kladruby;náměstí Republiky;náměstí  obchodní dům
374625753;Plzeňský;Tachov;Kokašice;Kokašice;;náves před OÚ
374694059;Plzeňský;Tachov;Konstantinovy Lázně;Konstantinovy Lázně;Plzeňská;před řed. Lázní
374695104;Plzeňský;Tachov;Kostelec;Kostelec;;před Obecním úřadem
374623410;Plzeňský;Tachov;Kšice;Kšice;;náves - u prodejny
374784411;Plzeňský;Tachov;Lesná;Lesná;;autobus.zastávka 
374797298;Plzeňský;Tachov;Lestkov;Lestkov;;náves
374728827;Plzeňský;Tachov;Lom u Tachova;Lom u Tachova;;
374783477;Plzeňský;Tachov;Milíře;Milíře;;na budově OÚ
374692027;Plzeňský;Tachov;Olbramov;Olbramov;;NA OBECNÍM ÚŘADĚ
374693203;Plzeňský;Tachov;Ošelín;Ošelín;;u obecního úřadu
374788808;Plzeňský;Tachov;Prostiboř;Prostiboř;;na prodejně
374796298;Plzeňský;Tachov;Přimda;Přimda;náměstí Republiky;před prodejnou
374795272;Plzeňský;Tachov;Rozvadov;Rozvadov;;u obchodu
374695174;Plzeňský;Tachov;Skapce;Zálezly;;
374787798;Plzeňský;Tachov;Staré Sedliště;Staré Sedliště;;před poštou
374788875;Plzeňský;Tachov;Staré Sedlo;Staré Sedlo;;u obecního úřadu
374780921;Plzeňský;Tachov;Stráž;Stráž;;před prodejnou potravin
374721781;Plzeňský;Tachov;Studánka;Studánka;;u obchodu
374624434;Plzeňský;Tachov;Sulislav;Sulislav;;u obecního úřadu
374693130;Plzeňský;Tachov;Svojšín;Svojšín;;u OÚ
374624415;Plzeňský;Tachov;Sytno;Sytno;;u restaurace
374787777;Plzeňský;Tachov;Tisová;Tisová;;před prodejnou
374696118;Plzeňský;Tachov;Trpísty;Trpísty;;náves před poštou
374624500;Plzeňský;Tachov;Únehle;Únehle;;náves
374624583;Plzeňský;Tachov;Vranov;Vranov;;OÚ
374782350;Plzeňský;Tachov;Zadní Chodov;Zadní Chodov;;u hostince
374623409;Plzeňský;Tachov;Záchlumí;Záchlumí;;u obchodu Smíšené zboží
374695115;Plzeňský;Tachov;Zhoř;Zhoř;;náves
317843907;Středočeský;Benešov;Bílkovice;Bílkovice;;
317853062;Středočeský;Benešov;Borovnice;Borovnice;;Obecní úřad - zeď
317701584;Středočeský;Benešov;Bukovany;Bukovany;;u hřiště
317853198;Středočeský;Benešov;Čechtice;Čechtice;nám. Dr. Tyrše;náměstí
317803250;Středočeský;Benešov;Červený Újezd;Červený Újezd;; 
317855199;Středočeský;Benešov;Český Šternberk;Český Šternberk;;u OÚ
317776502;Středočeský;Benešov;Čtyřkoly;Čtyřkoly;;Fa Junker - TOS
317729058;Středočeský;Benešov;Divišov;Divišov;U Haltýře;chodba, vedle kanceláře, výška pro vozíčkáře
317856199;Středočeský;Benešov;Dolní Kralovice;Dolní Kralovice;Fibichova;
317855198;Středočeský;Benešov;Drahňovice;Drahňovice;;náves
317813218;Středočeský;Benešov;Heřmaničky;Heřmaničky;;
317851228;Středočeský;Benešov;Hulice;Hulice;;
317792481;Středočeský;Benešov;Hvězdonice;Hvězdonice;;u zastávky ČSAD
